[2021-05-02 15:28:49.687615] `connect 192.168.0.111 4450` [2021-05-02 15:28:59.663504] `download test.zip` 
	2021-05-02 15:28:59.685660	16384	1024	998	102.60521042084167
	2021-05-02 15:28:59.686878	214016	1024	1218	84.07224958949097
	2021-05-02 15:28:59.687124	217088	1024	246	416.26016260162606
	2021-05-02 15:28:59.687563	219136	1024	439	233.25740318906605
	2021-05-02 15:28:59.687674	220160	1024	111	922.5225225225225
	2021-05-02 15:28:59.687898	222208	1024	224	457.1428571428571
	2021-05-02 15:28:59.688225	224256	1024	327	313.1498470948012
	2021-05-02 15:28:59.688344	225280	1024	119	860.5042016806723
	2021-05-02 15:28:59.688471	227328	1024	127	806.2992125984251
	2021-05-02 15:28:59.688897	229376	1024	426	240.3755868544601
	2021-05-02 15:28:59.689104	230400	1024	207	494.68599033816423
	2021-05-02 15:28:59.689186	232448	1024	82	1248.780487804878
	2021-05-02 15:28:59.689346	234496	1024	160	640.0
	2021-05-02 15:28:59.689770	236544	1024	424	241.50943396226415
	2021-05-02 15:28:59.689982	237568	1024	212	483.0188679245283
	2021-05-02 15:28:59.690352	239616	1024	370	276.7567567567568
	2021-05-02 15:28:59.690536	240640	1024	184	556.5217391304348
	2021-05-02 15:28:59.690618	242688	1024	82	1248.780487804878
	2021-05-02 15:28:59.690716	244736	1024	98	1044.8979591836735
	2021-05-02 15:28:59.691127	246784	1024	411	249.1484184914842
	2021-05-02 15:28:59.691434	249856	1024	179	572.0670391061452
	2021-05-02 15:28:59.691837	251904	1024	403	254.09429280397023
	2021-05-02 15:28:59.691955	252928	1024	118	867.7966101694915
	2021-05-02 15:28:59.692081	254976	1024	126	812.6984126984127
	2021-05-02 15:28:59.692168	257024	1024	87	1177.0114942528735
	2021-05-02 15:28:59.692248	259072	1024	80	1280.0
	2021-05-02 15:28:59.692434	261120	1024	186	550.5376344086022
	2021-05-02 15:28:59.692649	263168	1024	215	476.27906976744185
	2021-05-02 15:28:59.692819	265216	1024	170	602.3529411764706
	2021-05-02 15:28:59.693079	267264	1024	260	393.84615384615387
	2021-05-02 15:28:59.693366	269312	1024	238	430.25210084033614
	2021-05-02 15:28:59.693637	270336	1024	271	377.859778597786
	2021-05-02 15:28:59.693723	272384	1024	86	1190.6976744186047
	2021-05-02 15:28:59.694024	274432	1024	301	340.19933554817277
	2021-05-02 15:28:59.694111	276480	1024	87	1177.0114942528735
	2021-05-02 15:28:59.694397	278528	1024	286	358.041958041958
	2021-05-02 15:28:59.694691	279552	1024	294	348.29931972789115
	2021-05-02 15:28:59.694837	283648	1024	146	701.3698630136986
	2021-05-02 15:28:59.695087	285696	1024	250	409.6
	2021-05-02 15:28:59.695186	286720	1024	99	1034.3434343434344
	2021-05-02 15:28:59.695471	288768	1024	285	359.29824561403507
	2021-05-02 15:28:59.695646	289792	1024	175	585.1428571428571
	2021-05-02 15:28:59.695728	291840	1024	82	1248.780487804878
	2021-05-02 15:28:59.695810	293888	1024	82	1248.780487804878
	2021-05-02 15:28:59.696134	295936	1024	324	316.04938271604937
	2021-05-02 15:28:59.696220	296960	1024	86	1190.6976744186047
	2021-05-02 15:28:59.696516	297984	1024	296	345.94594594594594
